Sample Date,Location,Site #,Chlorophyll A,Copper,Dissolved Oxygen,Salinity,Specific Conductance,Total Nitrogen,Total Phosphorus,Turbidity
5/15/13,#12 MIDDLE RIVER NW 31ST AVE,12.0,7.71,,4.53,0.29,594.0,1.427,0.023,5.0
10/23/13,#12 MIDDLE RIVER NW 31ST AVE,12.0,2.74,,2.9,0.29,593.0,1.437,0.014,1.4
12/6/16,#12 MIDDLE RIVER NW 31ST AVE,12.0,1.07,,6.14,0.29,601.0,1.27,0.006,0.45
5/12/08,#12 MIDDLE RIVER NW 31ST AVE,12.0,1.21,,7.65,0.33,684.0,1.54,0.015,0.5
8/7/13,#12 MIDDLE RIVER NW 31ST AVE,12.0,5.43,,4.91,0.25,526.0,1.164,0.02,1.5
5/17/21,#12 MIDDLE RIVER NW 31ST AVE,12.0,5.81,,,,,0.913,0.017,2.3
2/18/20,#12 MIDDLE RIVER NW 31ST AVE,12.0,1.9,,7.13,0.29,602.0,1.289,-0.015,0.55
2/27/18,#12 MIDDLE RIVER NW 31ST AVE,12.0,1.46,,7.28,0.27,551.0,,,0.6
2/19/07,#12 MIDDLE RIVER NW 31ST AVE,12.0,0.4775,,8.29,0.3,608.0,1.14,0.011,0.5
3/11/19,#12 MIDDLE RIVER NW 31ST AVE,12.0,0.671,,7.36,0.27,563.0,1.0371,-0.002,0.65
2/13/13,#12 MIDDLE RIVER NW 31ST AVE,12.0,1.98,,7.38,0.29,592.0,1.38,0.02,0.7
3/2/09,#12 MIDDLE RIVER NW 31ST AVE,12.0,0.76,,8.08,0.28,585.0,1.29,,0.6
5/20/14,#12 MIDDLE RIVER NW 31ST AVE,12.0,8.38,,7.35,0.29,594.0,,,5.5
2/22/06,#12 MIDDLE RIVER NW 31ST AVE,12.0,1.275,,7.8100000000000005,0.3,621.0,1.355,0.00825,0.55
3/1/16,#12 MIDDLE RIVER NW 31ST AVE,12.0,2.65,,8.28,0.3,613.0,,0.021,0.8
3/10/15,#12 MIDDLE RIVER NW 31ST AVE,12.0,0.69,,8.01,0.28,573.0,,,0.6
8/25/15,#12 MIDDLE RIVER NW 31ST AVE,12.0,2.01,,4.61,0.34,710.0,1.41,0.0,0.7
5/18/20,#12 MIDDLE RIVER NW 31ST AVE,12.0,10.3,,5.93,0.21,438.0,0.931,0.02,1.9
5/14/07,#12 MIDDLE RIVER NW 31ST AVE,12.0,2.16,,8.16,0.3,633.0,1.13,0.013,0.75
8/26/19,#12 MIDDLE RIVER NW 31ST AVE,12.0,2.76,,3.68,0.26,555.0,1.0597,0.005,1.0
5/2/17,#12 MIDDLE RIVER NW 31ST AVE,12.0,1.52,,6.79,0.26,536.0,,0.161,0.75
8/30/21,#12 MIDDLE RIVER NW 31ST AVE,12.0,2.12,,5.64,0.25,506.0,0.824,0.012,0.65
8/23/06,#12 MIDDLE RIVER NW 31ST AVE,12.0,1.56,,4.62,0.28,583.0,0.882,0.015,0.6
6/2/15,#12 MIDDLE RIVER NW 31ST AVE,12.0,1.67,,5.99,0.3,621.0,,,3.1
11/12/19,#12 MIDDLE RIVER NW 31ST AVE,12.0,0.67,,5.97,0.3,629.0,1.3822,0.0,0.5
8/20/07,#12 MIDDLE RIVER NW 31ST AVE,12.0,1.73,,5.44,0.3,619.0,1.37,0.012,1.7
8/2/10,#12 MIDDLE RIVER NW 31ST AVE,12.0,2.17,,6.09,0.28,588.0,1.03,0.0076,0.7
6/7/16,#12 MIDDLE RIVER NW 31ST AVE,12.0,4.24,,5.69,0.28,591.0,1.205,0.0,1.1
1/31/11,#12 MIDDLE RIVER NW 31ST AVE,12.0,0.78,,8.77,0.28,569.0,1.23,0.003,
10/26/09,#12 MIDDLE RIVER NW 31ST AVE,12.0,1.27,,4.74,0.27,570.0,1.23,0.0076,0.85
6/26/18,#12 MIDDLE RIVER NW 31ST AVE,12.0,5.4,,4.28,0.25,531.0,,0.01,1.3
8/1/11,#12 MIDDLE RIVER NW 31ST AVE,12.0,8.25,,5.54,0.28,597.0,1.14,0.026,
6/22/09,#12 MIDDLE RIVER NW 31ST AVE,12.0,2.06,,4.96,0.24,514.0,1.01,0.016,0.9
8/23/16,#12 MIDDLE RIVER NW 31ST AVE,12.0,8.88,,4.68,0.27,570.0,1.41,0.034,2.2
10/28/14,#12 MIDDLE RIVER NW 31ST AVE,12.0,1.05,,4.77,0.3,622.0,,,0.85
11/8/21,#12 MIDDLE RIVER NW 31ST AVE,12.0,1.83,,5.18,0.24,490.0,1.07,0.009,0.85
11/14/07,#12 MIDDLE RIVER NW 31ST AVE,12.0,0.99,,7.04,0.3,629.0,,,0.65
11/17/15,#12 MIDDLE RIVER NW 31ST AVE,12.0,2.93,,5.6,0.33,681.0,1.76,0.074,1.1
7/30/12,#12 MIDDLE RIVER NW 31ST AVE,12.0,10.4,,5.11,0.26,543.0,1.23,0.018,2.2
11/29/06,#12 MIDDLE RIVER NW 31ST AVE,12.0,3.27,,7.08,0.33,668.0,1.48,0.013,12.0
8/12/14,#12 MIDDLE RIVER NW 31ST AVE,12.0,5.19,,4.3,0.27,558.0,,,1.6
10/25/10,#12 MIDDLE RIVER NW 31ST AVE,12.0,1.9,,4.31,0.29,606.0,1.43,0.02,1.0
10/24/11,#12 MIDDLE RIVER NW 31ST AVE,12.0,2.92,,6.06,0.28,587.0,1.66,0.022,1.2
7/11/17,#12 MIDDLE RIVER NW 31ST AVE,12.0,5.75,,3.56,0.25,528.0,,0.017,2.0
12/10/20,#12 MIDDLE RIVER NW 31ST AVE,12.0,2.11,,5.8,0.23,459.0,1.1583,0.031,0.75
11/28/12,#12 MIDDLE RIVER NW 31ST AVE,12.0,1.29,,7.29,0.26,539.0,1.36,0.027,0.55
11/6/18,#12 MIDDLE RIVER NW 31ST AVE,12.0,0.988,,5.76,0.26,536.0,1.383,0.0,0.5
6/1/06,#12 MIDDLE RIVER NW 31ST AVE,12.0,1.53,,6.6850000000000005,0.275,574.0,0.8905000000000001,0.012,1.3
9/14/20,#12 MIDDLE RIVER NW 31ST AVE,12.0,5.34,,3.27,0.24,495.0,1.05,0.012,1.7
5/20/14,#14 MIDDLE RIVER UNIVERS. DRV,14.0,8.43,,7.5,0.3,625.0,,,2.8
8/1/11,#14 MIDDLE RIVER UNIVERS. DRV,14.0,17.5,,4.71,0.32,656.0,1.4,0.022,
2/19/07,#14 MIDDLE RIVER UNIVERS. DRV,14.0,0.4775,,7.13,0.32,661.0,1.38,0.009,0.95
10/28/14,#14 MIDDLE RIVER UNIVERS. DRV,14.0,4.34,,2.85,0.31,650.0,,,2.2
2/18/20,#14 MIDDLE RIVER UNIVERS. DRV,14.0,4.05,,5.72,0.32,651.0,1.485,-0.007,1.2
9/14/20,#14 MIDDLE RIVER UNIVERS. DRV,14.0,7.94,,3.99,0.21,440.0,0.949,0.012,2.1
6/26/18,#14 MIDDLE RIVER UNIVERS. DRV,14.0,7.9,,2.89,0.26,547.0,1.317,0.01,2.0
11/6/18,#14 MIDDLE RIVER UNIVERS. DRV,14.0,3.95,,2.86,0.26,546.0,,-0.003,2.5
8/7/13,#14 MIDDLE RIVER UNIVERS. DRV,14.0,9.44,,3.02,0.27,569.0,1.369,0.03,2.4
4/11/11,#14 MIDDLE RIVER UNIVERS. DRV,14.0,3.53,,6.7,0.3,618.0,1.15,0.013,
5/15/13,#14 MIDDLE RIVER UNIVERS. DRV,14.0,6.26,,4.56,0.3,624.0,1.406,0.02,2.2
6/7/16,#14 MIDDLE RIVER UNIVERS. DRV,14.0,14.0,,5.85,0.29,605.0,1.516,0.004,2.5
2/18/08,#14 MIDDLE RIVER UNIVERS. DRV,14.0,1.9,,5.76,0.32,651.0,1.62,0.01,1.4
3/1/16,#14 MIDDLE RIVER UNIVERS. DRV,14.0,1.94,,6.08,0.31,635.0,,0.015,1.0
5/18/20,#14 MIDDLE RIVER UNIVERS. DRV,14.0,9.61,,6.12,0.23,475.0,1.07,0.009,2.3
1/30/12,#14 MIDDLE RIVER UNIVERS. DRV,14.0,1.68,,5.51,0.3,629.0,1.53,0.014,
11/28/12,#14 MIDDLE RIVER UNIVERS. DRV,14.0,2.33,,5.19,0.26,546.0,1.45,0.021,
8/26/19,#14 MIDDLE RIVER UNIVERS. DRV,14.0,9.69,,2.13,0.31,636.0,1.3862,0.004,2.8
1/31/11,#14 MIDDLE RIVER UNIVERS. DRV,14.0,1.9,,6.04,0.29,600.0,1.73,0.005,
8/12/14,#14 MIDDLE RIVER UNIVERS. DRV,14.0,5.85,,3.26,0.29,596.0,,,1.7
2/13/13,#14 MIDDLE RIVER UNIVERS. DRV,14.0,2.39,,5.05,0.31,634.0,1.65,0.021,1.05
5/2/17,#14 MIDDLE RIVER UNIVERS. DRV,14.0,8.96,,6.43,0.28,590.0,,0.022,2.1
11/29/06,#14 MIDDLE RIVER UNIVERS. DRV,14.0,1.17,,4.06,0.33,679.0,1.64,0.0045,0.85
10/24/11,#14 MIDDLE RIVER UNIVERS. DRV,14.0,2.02,,5.26,0.32,650.0,1.88,0.013,
6/22/09,#14 MIDDLE RIVER UNIVERS. DRV,14.0,3.67,,4.04,0.28,586.0,1.16,0.0076,1.5
2/1/10,#14 MIDDLE RIVER UNIVERS. DRV,14.0,1.06,,5.5,0.3,609.0,1.43,0.0076,0.95
3/7/17,#14 MIDDLE RIVER UNIVERS. DRV,14.0,2.26,,7.66,0.28,582.0,,,1.1
8/4/08,#14 MIDDLE RIVER UNIVERS. DRV,14.0,3.32,,3.3,0.32,658.0,1.54,0.009,1.7
8/31/09,#14 MIDDLE RIVER UNIVERS. DRV,14.0,1.98,,1.9,0.29,603.0,1.39,0.0076,1.2
3/10/15,#14 MIDDLE RIVER UNIVERS. DRV,14.0,2.36,,6.19,0.29,606.0,,,1.3
5/17/21,#14 MIDDLE RIVER UNIVERS. DRV,14.0,12.0,,,,,1.07,0.019,2.0
2/27/18,#14 MIDDLE RIVER UNIVERS. DRV,14.0,1.62,,5.06,0.27,567.0,,,0.9
6/2/15,#14 MIDDLE RIVER UNIVERS. DRV,14.0,8.09,,6.33,0.31,638.0,,,2.2
8/2/10,#14 MIDDLE RIVER UNIVERS. DRV,14.0,2.52,,2.0,0.3,637.0,1.22,0.0076,
12/6/16,#14 MIDDLE RIVER UNIVERS. DRV,14.0,2.7,,4.41,0.3,613.0,1.33,0.006,1.3
3/1/21,#14 MIDDLE RIVER UNIVERS. DRV,14.0,4.43,,5.26,0.27,558.0,1.31,-0.003,1.0
8/25/15,#14 MIDDLE RIVER UNIVERS. DRV,14.0,9.47,,4.94,0.33,691.0,1.479,0.015,2.5
7/30/12,#14 MIDDLE RIVER UNIVERS. DRV,14.0,9.82,,4.24,0.29,559.0,1.27,0.011,
2/22/06,#14 MIDDLE RIVER UNIVERS. DRV,14.0,0.4775,,5.74,0.32,648.0,1.38,0.0045,1.2
11/8/21,#14 MIDDLE RIVER UNIVERS. DRV,14.0,3.99,,4.83,0.26,532.0,1.37,0.004,4.1
11/14/07,#14 MIDDLE RIVER UNIVERS. DRV,14.0,1.29,,5.29,0.33,669.0,,,1.7
7/11/17,#14 MIDDLE RIVER UNIVERS. DRV,14.0,11.1,,2.59,0.28,587.0,,0.018,20.0
10/26/09,#14 MIDDLE RIVER UNIVERS. DRV,14.0,1.62,,3.04,0.29,606.0,1.67,0.019,2.4
11/12/19,#14 MIDDLE RIVER UNIVERS. DRV,14.0,7.98,,4.06,0.33,680.0,1.6351,0.019,2.6
4/26/10,#14 MIDDLE RIVER UNIVERS. DRV,14.0,2.4,,5.77,0.28,587.0,1.28,0.0076,
8/23/16,#14 MIDDLE RIVER UNIVERS. DRV,14.0,6.84,,2.93,0.29,612.0,1.43,0.012,1.9
2/19/14,#14 MIDDLE RIVER UNIVERS. DRV,14.0,2.74,,4.85,0.28,586.0,,,1.2
4/23/12,#14 MIDDLE RIVER UNIVERS. DRV,14.0,4.41,,6.73,0.29,597.0,1.48,0.026,
10/23/13,#14 MIDDLE RIVER UNIVERS. DRV,14.0,3.48,,2.51,0.29,597.0,1.345,0.013,1.7
10/25/10,#14 MIDDLE RIVER UNIVERS. DRV,14.0,7.69,,3.15,0.3,618.0,1.55,0.017,
8/30/21,#14 MIDDLE RIVER UNIVERS. DRV,14.0,7.32,,3.04,0.27,571.0,1.13,0.011,2.1
8/29/18,#14 MIDDLE RIVER UNIVERS. DRV,14.0,6.74,,1.7,0.24,503.0,,0.02,1.9
5/14/07,#14 MIDDLE RIVER UNIVERS. DRV,14.0,1.53,,7.63,0.34,708.0,1.58,0.014,1.1
11/17/15,#14 MIDDLE RIVER UNIVERS. DRV,14.0,7.23,,4.7,0.32,664.0,1.71,0.055,1.6
5/28/19,#14 MIDDLE RIVER UNIVERS. DRV,14.0,8.17,,5.64,0.32,656.0,1.2845,0.006,2.2
3/11/19,#14 MIDDLE RIVER UNIVERS. DRV,14.0,2.24,,5.42,0.29,606.0,0.227,0.014,1.1
8/23/06,#14 MIDDLE RIVER UNIVERS. DRV,14.0,13.4,,2.4,0.33,675.0,1.16,0.014,2.7
6/1/06,#14 MIDDLE RIVER UNIVERS. DRV,14.0,1.85,,5.16,0.31,639.0,1.0,0.0045,1.0
8/20/07,#14 MIDDLE RIVER UNIVERS. DRV,14.0,15.5,,4.98,0.33,677.0,1.74,0.016,6.0
12/10/20,#14 MIDDLE RIVER UNIVERS. DRV,14.0,5.66,,5.6,0.24,497.0,1.402,0.026,2.1
5/12/08,#14 MIDDLE RIVER UNIVERS. DRV,14.0,2.12,,6.17,0.36,745.0,1.63,0.015,0.95
3/2/09,#14 MIDDLE RIVER UNIVERS. DRV,14.0,1.05,,7.07,0.29,602.0,1.46,,1.0
2/13/13,#15 NEW RIVER ANDREWS AVE,15.0,1.6,16.6,6.76,33.7,50300.0,0.289,0.04,1.7
10/28/09,#15 NEW RIVER ANDREWS AVE,15.0,1.88,10.0,4.71,7.07,12700.0,1.26,0.048,
7/22/20,#15 NEW RIVER ANDREWS AVE,15.0,1.77,,4.68,12.8,21200.0,,0.057,2.2
10/23/13,#15 NEW RIVER ANDREWS AVE,15.0,3.36,12.9,3.64,3.14,5940.0,1.479,0.035,1.6
7/12/17,#15 NEW RIVER ANDREWS AVE,15.0,3.43,7.84,3.46,6.81,12100.0,,,1.5
4/25/12,#15 NEW RIVER ANDREWS AVE,15.0,2.07,20.8,6.12,25.8,40400.0,0.516,0.053,1.3
4/29/20,#15 NEW RIVER ANDREWS AVE,15.0,2.8,,5.38,30.5,46900.0,,0.086,1.3
2/3/10,#15 NEW RIVER ANDREWS AVE,15.0,2.03,6.77,4.93,3.8,7360.0,1.23,0.038,2.3
8/26/19,#15 NEW RIVER ANDREWS AVE,15.0,3.04,,3.84,10.7,18200.0,0.8744,0.049,1.0
4/28/10,#15 NEW RIVER ANDREWS AVE,15.0,1.43,5.8,5.2,4.82,9060.0,1.18,0.035,1.4
11/15/07,#15 NEW RIVER ANDREWS AVE,15.0,1.27,6.76,5.67,21.8,34700.0,,,1.4
11/28/12,#15 NEW RIVER ANDREWS AVE,15.0,1.25,9.62,6.24,30.7,47300.0,0.25,,1.0
5/18/20,#15 NEW RIVER ANDREWS AVE,15.0,2.35,,4.3,17.7,28800.0,0.764,0.111,1.3
3/4/20,#15 NEW RIVER ANDREWS AVE,15.0,1.38,,6.05,21.3,33900.0,,0.071,0.6
6/8/16,#15 NEW RIVER ANDREWS AVE,15.0,1.86,8.33,4.36,7.13,12300.0,1.352,0.047,1.1
8/24/16,#15 NEW RIVER ANDREWS AVE,15.0,4.78,8.18,4.56,3.68,6790.0,1.48,0.041,1.2
11/18/15,#15 NEW RIVER ANDREWS AVE,15.0,0.72,12.6,4.29,8.82,15200.0,1.2,0.066,0.8
2/23/06,#15 NEW RIVER ANDREWS AVE,15.0,7.005,0.4725,6.215,2.935,5880.0,1.88,0.0215,1.7
8/24/06,#15 NEW RIVER ANDREWS AVE,15.0,2.19,11.3,4.8,17.7,28800.0,1.64,0.049,0.9
8/6/08,#15 NEW RIVER ANDREWS AVE,15.0,3.08,5.8,4.67,14.1,23500.0,1.23,0.028,1.8
8/13/14,#15 NEW RIVER ANDREWS AVE,15.0,3.13,,3.72,7.6,13281.0,,,1.2
10/29/14,#15 NEW RIVER ANDREWS AVE,15.0,2.41,,3.0,3.58,6591.0,,,1.3
9/25/19,#15 NEW RIVER ANDREWS AVE,15.0,2.69,,5.11,19.5,31400.0,0.637,0.086,1.5
10/29/20,#15 NEW RIVER ANDREWS AVE,15.0,1.98,,3.02,0.98,1950.0,,0.057,1.8
2/18/20,#15 NEW RIVER ANDREWS AVE,15.0,0.675,,5.2,19.7,31700.0,0.667,0.073,1.0
10/3/19,#15 NEW RIVER ANDREWS AVE,15.0,1.6,,5.35,30.5,47000.0,0.2237,0.202,1.0
8/4/10,#15 NEW RIVER ANDREWS AVE,15.0,37.4,6.39,7.05,2.57,5250.0,1.02,0.033,3.0
4/13/11,#15 NEW RIVER ANDREWS AVE,15.0,3.48,14.7,5.28,23.9,37700.0,0.579,0.057,2.3
2/19/14,#15 NEW RIVER ANDREWS AVE,15.0,4.45,,6.63,24.2,37900.0,,,1.0
9/5/19,#15 NEW RIVER ANDREWS AVE,15.0,1.64,,3.73,2.63,4940.0,1.0523,0.039,1.2
8/26/20,#15 NEW RIVER ANDREWS AVE,15.0,3.6,,3.9,0.78,1570.0,,0.032,1.4
5/14/08,#15 NEW RIVER ANDREWS AVE,15.0,2.28,13.3,6.28,23.6,37400.0,1.01,0.046,1.9
5/15/13,#15 NEW RIVER ANDREWS AVE,15.0,8.71,7.17,5.71,2.96,5530.0,1.225,0.039,1.8
3/8/17,#15 NEW RIVER ANDREWS AVE,15.0,3.15,,6.39,23.8,37500.0,,,1.2
6/4/15,#15 NEW RIVER ANDREWS AVE,15.0,1.3,9.89,4.96,30.6,47200.0,0.312,0.015,1.0
8/1/12,#15 NEW RIVER ANDREWS AVE,15.0,3.33,14.7,5.11,21.9,34800.0,0.559,0.037,0.75
5/16/07,#15 NEW RIVER ANDREWS AVE,15.0,1.31,7.73,5.33,35.1,53200.0,0.649,0.059,1.9
8/3/11,#15 NEW RIVER ANDREWS AVE,15.0,1.8,12.1,3.87,16.9,27800.0,0.672,0.053,1.0
2/18/08,#15 NEW RIVER ANDREWS AVE,15.0,1.95,5.12,6.02,19.0,30700.0,1.5,0.04,1.4
8/23/21,#15 NEW RIVER ANDREWS AVE,15.0,1.03,,5.06,24.1,44700.0,0.317,0.231,1.0
2/2/11,#15 NEW RIVER ANDREWS AVE,15.0,11.5,8.56,8.02,29.2,45200.0,0.562,0.036,
6/27/18,#15 NEW RIVER ANDREWS AVE,15.0,1.83,4.85,5.02,19.9,32100.0,0.527,0.188,2.0
2/28/18,#15 NEW RIVER ANDREWS AVE,15.0,9.05,8.16,6.72,24.8,39100.0,,,2.5
5/17/21,#15 NEW RIVER ANDREWS AVE,15.0,3.4,,,,,0.491,0.133,0.65
6/24/20,#15 NEW RIVER ANDREWS AVE,15.0,4.06,,5.95,25.4,39900.0,,0.085,1.0
11/12/19,#15 NEW RIVER ANDREWS AVE,15.0,0.928,,5.76,33.5,51000.0,0.2629,0.627,0.65
9/2/09,#15 NEW RIVER ANDREWS AVE,15.0,3.88,4.9,4.11,4.75,8950.0,1.0,0.03,1.3
2/21/07,#15 NEW RIVER ANDREWS AVE,15.0,1.34,8.81,7.17,29.9,46100.0,0.549,0.034,1.3
10/26/11,#15 NEW RIVER ANDREWS AVE,15.0,0.99,5.62,5.57,25.9,40600.0,0.626,0.045,1.3
2/1/12,#15 NEW RIVER ANDREWS AVE,15.0,1.43,18.1,7.04,19.0,30800.0,0.752,0.055,0.6
3/11/15,#15 NEW RIVER ANDREWS AVE,15.0,4.44,13.8,5.47,14.0,23100.0,1.09,0.048,1.4
3/4/09,#15 NEW RIVER ANDREWS AVE,15.0,12.3,13.7,7.63,26.8,41800.0,0.539,,1.4
8/16/19,#15 NEW RIVER ANDREWS AVE,15.0,6.14,,3.74,3.88,7040.0,0.9887,0.035,1.7
6/24/09,#15 NEW RIVER ANDREWS AVE,15.0,1.18,5.74,4.02,19.5,31500.0,0.752,0.047,2.3
11/7/18,#15 NEW RIVER ANDREWS AVE,15.0,1.17,3.16,5.73,33.1,50600.0,,0.185,1.8
8/30/18,#15 NEW RIVER ANDREWS AVE,15.0,13.5,5.06,4.39,8.63,15200.0,1.043,0.188,2.2
9/18/19,#15 NEW RIVER ANDREWS AVE,15.0,1.99,,5.14,26.8,42100.0,0.5178,0.12,1.5
8/26/15,#15 NEW RIVER ANDREWS AVE,15.0,1.43,10.4,4.28,23.9,37900.0,0.546,0.034,0.6
11/30/06,#15 NEW RIVER ANDREWS AVE,15.0,2.13,14.2,5.82,12.3,20900.0,1.5,0.049,1.5
3/13/19,#15 NEW RIVER ANDREWS AVE,15.0,5.41,,6.42,23.0,36400.0,0.575,0.051,2.4
8/20/07,#15 NEW RIVER ANDREWS AVE,15.0,3.91,11.0,6.03,6.15,11200.0,2.05,0.05,1.1
5/31/06,#15 NEW RIVER ANDREWS AVE,15.0,5.2,13.9,5.12,24.3,38300.0,1.02,0.024,1.3
12/9/20,#15 NEW RIVER ANDREWS AVE,15.0,1.46,,4.04,0.65,1310.0,1.2735,0.068,1.4
11/8/21,#15 NEW RIVER ANDREWS AVE,15.0,0.68,,5.84,28.7,44400.0,0.343,0.134,1.3
5/30/19,#15 NEW RIVER ANDREWS AVE,15.0,1.32,,5.21,30.8,47500.0,0.2606,0.139,1.1
8/21/19,#15 NEW RIVER ANDREWS AVE,15.0,5.35,,3.83,3.46,7240.0,1.034,0.034,1.4
5/21/14,#15 NEW RIVER ANDREWS AVE,15.0,3.06,,5.27,19.8,31900.0,,,1.5
10/27/10,#15 NEW RIVER ANDREWS AVE,15.0,1.44,8.49,5.19,22.0,35000.0,0.734,0.036,1.4
9/11/19,#15 NEW RIVER ANDREWS AVE,15.0,4.09,,4.25,7.06,12600.0,0.9551,0.044,1.9
8/7/13,#15 NEW RIVER ANDREWS AVE,15.0,3.45,10.5,4.38,14.1,23500.0,0.89,0.058,1.8
12/16/15,#15 NEW RIVER ANDREWS AVE,15.0,,,4.11,4.78,8710.0,1.45,0.045,
3/2/16,#15 NEW RIVER ANDREWS AVE,15.0,6.99,4.935,5.32,0.79,1570.0,,0.021,1.6
12/16/19,#15 NEW RIVER ANDREWS AVE,15.0,3.07,,,,,0.554,0.25,1.1
9/16/20,#15 NEW RIVER ANDREWS AVE,15.0,2.68,,4.48,14.2,23400.0,0.845,0.077,1.1
3/3/21,#15 NEW RIVER ANDREWS AVE,15.0,1.36,,5.67,23.9,37900.0,0.623,0.07,1.1
12/7/16,#15 NEW RIVER ANDREWS AVE,15.0,2.26,21.7,3.75,12.9,21600.0,,,1.0
5/3/17,#15 NEW RIVER ANDREWS AVE,15.0,6.47,17.2,5.58,11.5,19500.0,,0.074,3.0
4/13/11,#16 NORTH FORK BROWARD BLVD,16.0,43.9,,5.49,17.6,28700.0,0.854,0.173,4.1
9/16/20,#16 NORTH FORK BROWARD BLVD,16.0,7.58,,4.52,0.44,911.0,1.02,0.085,3.6
5/31/06,#16 NORTH FORK BROWARD BLVD,16.0,70.9,,8.09,6.77,12200.0,1.64,0.145,3.6
5/15/13,#16 NORTH FORK BROWARD BLVD,16.0,22.7,,6.5,1.973,3760.0,0.742,0.083,3.2
5/14/08,#16 NORTH FORK BROWARD BLVD,16.0,16.2,,7.3,13.9,23300.0,1.37,0.084,4.8
8/20/07,#16 NORTH FORK BROWARD BLVD,16.0,25.6,,5.73,3.81,7380.0,1.73,0.098,3.5
3/8/17,#16 NORTH FORK BROWARD BLVD,16.0,18.4,,7.17,11.5,19400.0,,,4.0
2/19/14,#16 NORTH FORK BROWARD BLVD,16.0,18.9,,6.73,4.54,8100.0,,,1.9
6/27/18,#16 NORTH FORK BROWARD BLVD,16.0,31.0,,8.37,0.98,1950.0,0.899,0.07,4.5
12/7/16,#16 NORTH FORK BROWARD BLVD,16.0,8.74,,2.77,11.1,19000.0,,,2.0
10/29/14,#16 NORTH FORK BROWARD BLVD,16.0,27.0,,4.24,3.28,629.0,,,4.5
11/18/15,#16 NORTH FORK BROWARD BLVD,16.0,1.44,,2.9,4.97,9510.0,0.894,0.08,1.4
2/18/20,#16 NORTH FORK BROWARD BLVD,16.0,7.84,,2.92,5.32,9380.0,0.952,0.09,1.5
9/2/09,#16 NORTH FORK BROWARD BLVD,16.0,12.8,,2.77,0.0,475.0,0.824,0.065,2.1
8/3/11,#16 NORTH FORK BROWARD BLVD,16.0,8.0,,3.93,13.9,23200.0,0.698,0.095,2.5
10/26/11,#16 NORTH FORK BROWARD BLVD,16.0,3.68,,3.98,2.47,5080.0,1.41,0.083,2.0
2/18/08,#16 NORTH FORK BROWARD BLVD,16.0,10.2,,4.27,2.49,5120.0,1.9,0.099,3.1
11/7/18,#16 NORTH FORK BROWARD BLVD,16.0,3.68,,4.02,16.7,27400.0,1.034,0.124,2.5
8/1/12,#16 NORTH FORK BROWARD BLVD,16.0,16.3,,5.3,3.27,6460.0,1.16,0.067,1.1
12/9/20,#16 NORTH FORK BROWARD BLVD,16.0,2.99,,3.47,0.21,444.0,0.9683,0.123,1.8
5/16/07,#16 NORTH FORK BROWARD BLVD,16.0,10.4,,4.23,25.9,40600.0,1.1,0.104,2.0
8/4/10,#16 NORTH FORK BROWARD BLVD,16.0,50.4,,6.99,1.86,4010.0,0.832,0.076,4.0
3/11/15,#16 NORTH FORK BROWARD BLVD,16.0,20.6,,6.78,10.1,17200.0,,,4.2
8/7/13,#16 NORTH FORK BROWARD BLVD,16.0,3.35,,3.14,0.56,1140.0,0.982,0.118,2.7
8/6/08,#16 NORTH FORK BROWARD BLVD,16.0,34.0,,5.51,1.37,3150.0,2.32,0.071,3.0
8/30/18,#16 NORTH FORK BROWARD BLVD,16.0,26.3,,5.1,1.18,2280.0,,0.076,3.4
10/28/09,#16 NORTH FORK BROWARD BLVD,16.0,99.2,,5.39,2.18,4580.0,0.899,0.095,2.5
6/4/15,#16 NORTH FORK BROWARD BLVD,16.0,9.56,,3.87,18.2,29600.0,,,1.4
5/17/21,#16 NORTH FORK BROWARD BLVD,16.0,22.7,,,,,0.703,0.148,2.1
5/21/14,#16 NORTH FORK BROWARD BLVD,16.0,11.3,,5.54,9.78,16800.0,,,2.9
8/26/15,#16 NORTH FORK BROWARD BLVD,16.0,26.2,,4.07,14.4,23700.0,0.836,0.076,2.5
10/23/13,#16 NORTH FORK BROWARD BLVD,16.0,20.9,,4.55,2.18,4093.0,1.126,0.087,2.5
6/24/09,#16 NORTH FORK BROWARD BLVD,16.0,7.1,,3.44,1.26,2940.0,0.927,0.074,3.3
3/4/09,#16 NORTH FORK BROWARD BLVD,16.0,69.5,,9.07,22.3,35000.0,0.858,,3.7
5/18/20,#16 NORTH FORK BROWARD BLVD,16.0,8.99,,3.74,2.4,4510.0,0.939,0.107,2.2
5/3/17,#16 NORTH FORK BROWARD BLVD,16.0,24.6,,6.25,5.77,10100.0,,0.091,8.0
4/25/12,#16 NORTH FORK BROWARD BLVD,16.0,14.9,,6.91,9.0,15800.0,0.85,0.082,2.1
11/28/12,#16 NORTH FORK BROWARD BLVD,16.0,3.68,,4.34,14.0,23400.0,0.921,0.072,1.9
3/2/16,#16 NORTH FORK BROWARD BLVD,16.0,69.4,,7.46,0.36,744.0,,0.084,4.4
2/1/12,#16 NORTH FORK BROWARD BLVD,16.0,3.15,,5.2,13.3,22300.0,0.978,0.113,2.0
8/13/14,#16 NORTH FORK BROWARD BLVD,16.0,12.8,,4.71,1.3,2555.0,,,2.1
4/28/10,#16 NORTH FORK BROWARD BLVD,16.0,4.78,,5.1,0.0,463.0,0.808,0.077,
