Location,Sample Date,Chlorophyll A,Dissolved Oxygen,Salinity,Specific Conductance,Total Nitrogen,Total Phosphorus,Turbidity
#12 MIDDLE RIVER NW 31ST AVE,2015-02-28,1.05,4.77,0.3,622.0,1.437,0.014,0.85
#12 MIDDLE RIVER NW 31ST AVE,2015-08-31,1.4566666666666663,6.203333333333333,0.3066666666666667,634.6666666666666,1.41,0.0,1.4666666666666668
#12 MIDDLE RIVER NW 31ST AVE,2016-02-29,2.93,6.119999999999999,0.30500000000000005,634.0,1.625,0.0435,1.1
#12 MIDDLE RIVER NW 31ST AVE,2016-08-31,5.256666666666667,6.216666666666666,0.2833333333333334,591.3333333333334,1.3075,0.018333333333333337,1.366666666666667
#12 MIDDLE RIVER NW 31ST AVE,2017-02-28,1.07,6.14,0.29,601.0,1.27,0.006,0.45
#12 MIDDLE RIVER NW 31ST AVE,2017-08-31,2.6056666666666666,6.283333333333334,0.26,542.0,1.27,0.089,1.0833333333333333
#12 MIDDLE RIVER NW 31ST AVE,2018-02-28,1.46,7.28,0.27,551.0,1.27,0.089,0.6
#12 MIDDLE RIVER NW 31ST AVE,2018-08-31,6.550000000000001,3.75,0.245,520.5,1.318,0.01,1.4500000000000002
#12 MIDDLE RIVER NW 31ST AVE,2019-02-28,0.988,5.76,0.26,536.0,1.383,0.0,0.5
#12 MIDDLE RIVER NW 31ST AVE,2019-08-31,1.6036666666666666,6.213333333333334,0.2733333333333334,571.6666666666666,1.0407666666666666,0.005333333333333333,0.75
#12 MIDDLE RIVER NW 31ST AVE,2020-02-29,1.285,6.55,0.295,615.5,1.3356,-0.0075,0.525
#12 MIDDLE RIVER NW 31ST AVE,2020-08-31,10.3,5.93,0.21,438.0,0.931,0.02,1.9
#12 MIDDLE RIVER NW 31ST AVE,2021-02-28,3.7249999999999996,4.535,0.235,477.0,1.1041500000000002,0.0215,1.225
#12 MIDDLE RIVER NW 31ST AVE,2021-08-31,3.2166666666666663,6.345,0.245,505.0,0.9256666666666667,0.009666666666666667,1.1333333333333333
#12 MIDDLE RIVER NW 31ST AVE,2022-02-28,1.83,5.18,0.24,490.0,1.07,0.009,0.85
#14 MIDDLE RIVER UNIVERS. DRV,2006-02-28,0.4775,5.74,0.32,648.0,1.38,0.0045,1.2
#14 MIDDLE RIVER UNIVERS. DRV,2006-08-31,7.625,3.7800000000000002,0.32,657.0,1.08,0.00925,1.85
#14 MIDDLE RIVER UNIVERS. DRV,2007-02-28,0.82375,5.595,0.325,670.0,1.5099999999999998,0.006749999999999999,0.8999999999999999
#14 MIDDLE RIVER UNIVERS. DRV,2007-08-31,8.515,6.305,0.335,692.5,1.6600000000000001,0.015,3.55
#14 MIDDLE RIVER UNIVERS. DRV,2008-02-29,1.595,5.525,0.325,660.0,1.62,0.01,1.5499999999999998
#14 MIDDLE RIVER UNIVERS. DRV,2008-08-31,2.7199999999999998,4.734999999999999,0.33999999999999997,701.5,1.585,0.012,1.325
#14 MIDDLE RIVER UNIVERS. DRV,2009-02-28,2.7199999999999998,4.734999999999999,0.33999999999999997,701.5,1.585,0.012,1.325
#14 MIDDLE RIVER UNIVERS. DRV,2009-08-31,2.233333333333333,4.336666666666667,0.2866666666666667,597.0,1.3366666666666667,0.0076,1.2333333333333334
#14 MIDDLE RIVER UNIVERS. DRV,2010-02-28,1.34,4.27,0.295,607.5,1.5499999999999998,0.0133,1.6749999999999998
#14 MIDDLE RIVER UNIVERS. DRV,2010-08-31,2.46,3.885,0.29000000000000004,612.0,1.25,0.0076,1.6749999999999998
#14 MIDDLE RIVER UNIVERS. DRV,2011-02-28,4.795,4.595,0.295,609.0,1.6400000000000001,0.011000000000000001,1.6749999999999998
#14 MIDDLE RIVER UNIVERS. DRV,2011-08-31,10.515,5.705,0.31,637.0,1.275,0.017499999999999998,1.6749999999999998
#14 MIDDLE RIVER UNIVERS. DRV,2012-02-29,1.85,5.385,0.31,639.5,1.705,0.0135,1.6749999999999998
#14 MIDDLE RIVER UNIVERS. DRV,2012-08-31,7.115,5.485,0.29,578.0,1.375,0.0185,1.6749999999999998
#14 MIDDLE RIVER UNIVERS. DRV,2013-02-28,2.3600000000000003,5.12,0.28500000000000003,590.0,1.5499999999999998,0.021,1.05
#14 MIDDLE RIVER UNIVERS. DRV,2013-08-31,7.85,3.79,0.28500000000000003,596.5,1.3875,0.025,2.3
#14 MIDDLE RIVER UNIVERS. DRV,2014-02-28,3.1100000000000003,3.6799999999999997,0.28500000000000003,591.5,1.345,0.013,1.45
#14 MIDDLE RIVER UNIVERS. DRV,2014-08-31,7.14,5.38,0.295,610.5,1.345,0.013,2.25
#14 MIDDLE RIVER UNIVERS. DRV,2015-02-28,4.34,2.85,0.31,650.0,1.345,0.013,2.2
#14 MIDDLE RIVER UNIVERS. DRV,2015-08-31,6.640000000000001,5.82,0.31,645.0,1.479,0.015,2.0
#14 MIDDLE RIVER UNIVERS. DRV,2016-02-29,7.23,4.7,0.32,664.0,1.71,0.055,1.6
#14 MIDDLE RIVER UNIVERS. DRV,2016-08-31,7.593333333333334,4.953333333333333,0.29666666666666663,617.3333333333334,1.4729999999999999,0.010333333333333333,1.8
#14 MIDDLE RIVER UNIVERS. DRV,2017-02-28,2.7,4.41,0.3,613.0,1.33,0.006,1.3
#14 MIDDLE RIVER UNIVERS. DRV,2017-08-31,7.44,5.56,0.28,586.3333333333334,1.33,0.019999999999999997,7.733333333333333
#14 MIDDLE RIVER UNIVERS. DRV,2018-02-28,1.62,5.06,0.27,567.0,1.33,0.019999999999999997,0.9
#14 MIDDLE RIVER UNIVERS. DRV,2018-08-31,7.32,2.295,0.25,525.0,1.317,0.015,1.95
#14 MIDDLE RIVER UNIVERS. DRV,2019-02-28,3.95,2.86,0.26,546.0,1.317,-0.003,2.5
#14 MIDDLE RIVER UNIVERS. DRV,2019-08-31,6.7,4.3966666666666665,0.30666666666666664,632.6666666666666,0.9659000000000001,0.008,2.033333333333333
#14 MIDDLE RIVER UNIVERS. DRV,2020-02-29,6.015000000000001,4.89,0.325,665.5,1.56005,0.006,1.9
#14 MIDDLE RIVER UNIVERS. DRV,2020-08-31,9.61,6.12,0.23,475.0,1.07,0.009,2.3
#14 MIDDLE RIVER UNIVERS. DRV,2021-02-28,6.800000000000001,4.795,0.22499999999999998,468.5,1.1755,0.019,2.1
#14 MIDDLE RIVER UNIVERS. DRV,2021-08-31,7.916666666666667,4.15,0.27,564.5,1.17,0.009,1.7
#14 MIDDLE RIVER UNIVERS. DRV,2022-02-28,3.99,4.83,0.26,532.0,1.37,0.004,4.1
#15 NEW RIVER ANDREWS AVE,2006-02-28,7.005,6.215,2.935,5880.0,1.88,0.0215,1.7
#15 NEW RIVER ANDREWS AVE,2006-08-31,3.6950000000000003,4.96,21.0,33550.0,1.33,0.036500000000000005,1.1
#15 NEW RIVER ANDREWS AVE,2007-02-28,1.7349999999999999,6.495,21.1,33500.0,1.0245,0.0415,1.4
#15 NEW RIVER ANDREWS AVE,2007-08-31,2.6100000000000003,5.68,20.625,32200.0,1.3495,0.0545,1.5
#15 NEW RIVER ANDREWS AVE,2008-02-29,1.6099999999999999,5.845,20.4,32700.0,1.5,0.04,1.4
#15 NEW RIVER ANDREWS AVE,2008-08-31,2.6799999999999997,5.475,18.85,30450.0,1.12,0.037,1.85
#15 NEW RIVER ANDREWS AVE,2009-02-28,2.6799999999999997,5.475,18.85,30450.0,1.12,0.037,1.85
#15 NEW RIVER ANDREWS AVE,2009-08-31,6.74,5.824999999999999,23.15,36650.0,0.6455,0.047,1.8499999999999999
#15 NEW RIVER ANDREWS AVE,2010-02-28,2.5966666666666662,4.583333333333333,5.206666666666667,9670.0,1.1633333333333333,0.03866666666666666,1.7999999999999998
#15 NEW RIVER ANDREWS AVE,2010-08-31,19.415,6.125,3.6950000000000003,7155.0,1.1,0.034,2.2
#15 NEW RIVER ANDREWS AVE,2011-02-28,6.47,6.605,25.6,40100.0,0.648,0.036,1.4
#15 NEW RIVER ANDREWS AVE,2011-08-31,2.64,4.575,20.4,32750.0,0.6255,0.055,1.65
#15 NEW RIVER ANDREWS AVE,2012-02-29,1.21,6.305,22.45,35700.0,0.6890000000000001,0.05,0.95
#15 NEW RIVER ANDREWS AVE,2012-08-31,2.7,5.615,23.85,37600.0,0.5375000000000001,0.045,1.025
#15 NEW RIVER ANDREWS AVE,2013-02-28,1.425,6.5,32.2,48800.0,0.26949999999999996,0.04,1.35
#15 NEW RIVER ANDREWS AVE,2013-08-31,6.08,5.045,8.53,14515.0,1.0575,0.0485,1.8
#15 NEW RIVER ANDREWS AVE,2014-02-28,3.9050000000000002,5.135,13.67,21920.0,1.479,0.035,1.3
#15 NEW RIVER ANDREWS AVE,2014-08-31,3.0949999999999998,4.495,13.7,22590.5,1.479,0.035,1.35
#15 NEW RIVER ANDREWS AVE,2015-02-28,2.41,3.0,3.58,6591.0,1.479,0.035,1.3
#15 NEW RIVER ANDREWS AVE,2015-08-31,2.39,4.903333333333333,22.833333333333332,36066.666666666664,0.6493333333333334,0.03233333333333333,1.0
#15 NEW RIVER ANDREWS AVE,2016-02-29,0.72,4.2,6.800000000000001,11955.0,1.325,0.0555,0.8
#15 NEW RIVER ANDREWS AVE,2016-08-31,4.543333333333334,4.746666666666667,3.8666666666666667,6886.666666666667,1.416,0.036333333333333336,1.3
#15 NEW RIVER ANDREWS AVE,2017-02-28,2.26,3.75,12.9,21600.0,1.416,0.036333333333333336,1.0
#15 NEW RIVER ANDREWS AVE,2017-08-31,4.3500000000000005,5.1433333333333335,14.036666666666667,23033.333333333332,1.416,0.074,1.9000000000000001
#15 NEW RIVER ANDREWS AVE,2018-02-28,9.05,6.72,24.8,39100.0,1.416,0.074,2.5
#15 NEW RIVER ANDREWS AVE,2018-08-31,7.665,4.705,14.265,23650.0,0.7849999999999999,0.188,2.1
#15 NEW RIVER ANDREWS AVE,2019-02-28,1.17,5.73,33.1,50600.0,0.7849999999999999,0.185,1.8
#15 NEW RIVER ANDREWS AVE,2019-08-31,4.252,4.608,14.368,23276.0,0.74654,0.0616,1.52
#15 NEW RIVER ANDREWS AVE,2020-02-29,2.085375,4.934285714285714,19.955714285714286,31534.285714285714,0.608725,0.180125,1.23125
#15 NEW RIVER ANDREWS AVE,2020-08-31,2.66,5.043333333333333,18.080000000000002,28711.666666666668,0.764,0.07366666666666667,1.3
#15 NEW RIVER ANDREWS AVE,2021-02-28,2.04,3.846666666666667,5.276666666666666,8886.666666666666,1.05925,0.06733333333333334,1.4333333333333333
#15 NEW RIVER ANDREWS AVE,2021-08-31,1.93,5.365,24.0,41300.0,0.47700000000000004,0.1446666666666667,0.9166666666666666
#15 NEW RIVER ANDREWS AVE,2022-02-28,0.68,5.84,28.7,44400.0,0.343,0.134,1.3
#16 NORTH FORK BROWARD BLVD,2006-02-28,47.7,8.81,0.332,1270.0,1.43,0.103,5.6
#16 NORTH FORK BROWARD BLVD,2006-08-31,40.425000000000004,6.085,4.17,7855.0,1.75,0.126,3.0
#16 NORTH FORK BROWARD BLVD,2007-02-28,7.324999999999999,6.02,6.789999999999999,12120.0,1.44,0.056999999999999995,3.1500000000000004
#16 NORTH FORK BROWARD BLVD,2007-08-31,18.0,4.98,14.854999999999999,23990.0,1.415,0.101,2.75
#16 NORTH FORK BROWARD BLVD,2008-02-29,15.049999999999999,5.16,2.7300000000000004,5530.0,1.9,0.099,3.2
#16 NORTH FORK BROWARD BLVD,2008-08-31,25.1,6.404999999999999,7.635,13225.0,1.845,0.0775,3.9
#16 NORTH FORK BROWARD BLVD,2009-02-28,25.1,6.404999999999999,7.635,13225.0,1.845,0.0775,3.9
#16 NORTH FORK BROWARD BLVD,2009-08-31,38.3,6.255,11.780000000000001,18970.0,0.8925000000000001,0.074,3.5
#16 NORTH FORK BROWARD BLVD,2010-02-28,38.81,4.166666666666667,2.0033333333333334,4151.666666666667,0.9676666666666667,0.081,2.3
#16 NORTH FORK BROWARD BLVD,2010-08-31,27.59,6.045,0.93,2236.5,0.8200000000000001,0.0765,4.0
#16 NORTH FORK BROWARD BLVD,2011-02-28,19.5,7.59,10.13,17210.0,0.96,0.0795,1.8
#16 NORTH FORK BROWARD BLVD,2011-08-31,25.95,4.71,15.75,25950.0,0.776,0.134,3.3
#16 NORTH FORK BROWARD BLVD,2012-02-29,3.415,4.59,7.885000000000001,13690.0,1.194,0.098,2.0
#16 NORTH FORK BROWARD BLVD,2012-08-31,15.600000000000001,6.105,6.135,11130.0,1.005,0.07450000000000001,1.6
#16 NORTH FORK BROWARD BLVD,2013-02-28,9.34,5.645,18.3,29650.0,0.8585,0.073,2.3
#16 NORTH FORK BROWARD BLVD,2013-08-31,13.025,4.82,1.2665000000000002,2450.0,0.862,0.1005,2.95
#16 NORTH FORK BROWARD BLVD,2014-02-28,19.9,5.640000000000001,3.3600000000000003,6096.5,1.126,0.087,2.2
#16 NORTH FORK BROWARD BLVD,2014-08-31,12.05,5.125,5.54,9677.5,1.126,0.087,2.5
#16 NORTH FORK BROWARD BLVD,2015-02-28,27.0,4.24,3.28,629.0,1.126,0.087,4.5
#16 NORTH FORK BROWARD BLVD,2015-08-31,18.786666666666665,4.906666666666667,14.233333333333334,23500.0,0.836,0.076,2.6999999999999997
#16 NORTH FORK BROWARD BLVD,2016-02-29,1.44,2.9,4.97,9510.0,0.894,0.08,1.4
#16 NORTH FORK BROWARD BLVD,2016-08-31,39.5,6.023333333333333,4.06,7548.0,1.2850000000000001,0.06666666666666667,3.1
#16 NORTH FORK BROWARD BLVD,2017-02-28,8.74,2.77,11.1,19000.0,1.2850000000000001,0.06666666666666667,2.0
#16 NORTH FORK BROWARD BLVD,2017-08-31,21.5,6.71,8.635,14750.0,1.2850000000000001,0.091,6.0
#16 NORTH FORK BROWARD BLVD,2018-02-28,21.5,6.71,8.635,14750.0,1.2850000000000001,0.091,6.0
#16 NORTH FORK BROWARD BLVD,2018-08-31,28.65,6.734999999999999,1.08,2115.0,0.899,0.07300000000000001,3.95
#16 NORTH FORK BROWARD BLVD,2019-02-28,3.68,4.02,16.7,27400.0,1.034,0.124,2.5
#16 NORTH FORK BROWARD BLVD,2019-08-31,10.673333333333334,4.153333333333333,9.533333333333333,16103.333333333334,0.7218,0.08,2.0
#16 NORTH FORK BROWARD BLVD,2020-02-29,4.77,3.075,11.71,19440.0,0.8283499999999999,0.21200000000000002,1.175
#16 NORTH FORK BROWARD BLVD,2020-08-31,8.99,3.74,2.4,4510.0,0.939,0.107,2.2
#16 NORTH FORK BROWARD BLVD,2021-02-28,5.285,3.995,0.325,677.5,0.9941500000000001,0.10400000000000001,2.7
#16 NORTH FORK BROWARD BLVD,2021-08-31,14.323333333333332,4.92,7.795,13650.0,0.8246666666666668,0.09733333333333333,1.5
#16 NORTH FORK BROWARD BLVD,2022-02-28,2.58,4.1,5.92,10500.0,0.94,0.067,0.9
#17 PLANTATION CANAL @ S-33,2006-02-28,2.58,4.1,5.92,10500.0,0.94,0.067,1.4
#17 PLANTATION CANAL @ S-33,2006-08-31,2.58,4.1,5.92,10500.0,0.94,0.067,0.85
#17 PLANTATION CANAL @ S-33,2007-02-28,2.58,4.1,5.92,10500.0,0.94,0.067,0.625
#17 PLANTATION CANAL @ S-33,2007-08-31,2.58,4.1,5.92,10500.0,0.94,0.067,0.6499999999999999
#17 PLANTATION CANAL @ S-33,2008-02-29,2.58,4.1,5.92,10500.0,0.94,0.067,1.025
#17 PLANTATION CANAL @ S-33,2008-08-31,2.58,4.1,5.92,10500.0,0.94,0.067,2.0
#17 PLANTATION CANAL @ S-33,2009-02-28,2.58,4.1,5.92,10500.0,0.94,0.067,2.0
#17 PLANTATION CANAL @ S-33,2009-08-31,2.58,4.1,5.92,10500.0,0.94,0.067,1.2
#17 PLANTATION CANAL @ S-33,2010-02-28,2.58,4.1,5.92,10500.0,0.94,0.067,1.4
#17 PLANTATION CANAL @ S-33,2010-08-31,2.58,4.1,5.92,10500.0,0.94,0.067,2.15
#17 PLANTATION CANAL @ S-33,2011-02-28,2.58,4.1,5.92,10500.0,0.94,0.067,1.4
#17 PLANTATION CANAL @ S-33,2011-08-31,2.58,4.1,5.92,10500.0,0.94,0.067,0.75
#17 PLANTATION CANAL @ S-33,2012-02-29,2.58,4.1,5.92,10500.0,0.94,0.067,1.0750000000000002
#17 PLANTATION CANAL @ S-33,2012-08-31,2.58,4.1,5.92,10500.0,0.94,0.067,1.35
#17 PLANTATION CANAL @ S-33,2013-02-28,2.58,4.1,5.92,10500.0,0.94,0.067,0.75
#17 PLANTATION CANAL @ S-33,2013-08-31,2.58,4.1,5.92,10500.0,0.94,0.067,0.7
#17 PLANTATION CANAL @ S-33,2014-02-28,2.58,4.1,5.92,10500.0,0.94,0.067,0.7
#17 PLANTATION CANAL @ S-33,2014-08-31,2.58,4.1,5.92,10500.0,0.94,0.067,0.7
#17 PLANTATION CANAL @ S-33,2015-02-28,2.58,4.1,5.92,10500.0,0.94,0.067,2.0
#17 PLANTATION CANAL @ S-33,2015-08-31,2.58,4.1,5.92,10500.0,0.94,0.067,2.0
#17 PLANTATION CANAL @ S-33,2016-02-29,2.58,4.1,5.92,10500.0,0.94,0.067,2.0
#17 PLANTATION CANAL @ S-33,2016-08-31,2.58,4.1,5.92,10500.0,0.94,0.067,2.0
#17 PLANTATION CANAL @ S-33,2017-02-28,2.58,4.1,5.92,10500.0,0.94,0.067,2.0
#17 PLANTATION CANAL @ S-33,2017-08-31,2.58,4.1,5.92,10500.0,0.94,0.067,2.0
#17 PLANTATION CANAL @ S-33,2018-02-28,2.58,4.1,5.92,10500.0,0.94,0.067,2.0
#17 PLANTATION CANAL @ S-33,2018-08-31,2.58,4.1,5.92,10500.0,0.94,0.067,2.0
#17 PLANTATION CANAL @ S-33,2019-02-28,2.58,4.1,5.92,10500.0,0.94,0.067,2.0
#17 PLANTATION CANAL @ S-33,2019-08-31,5.44,3.01,0.23,488.0,0.8777,0.04,1.6
#17 PLANTATION CANAL @ S-33,2020-02-29,3.81,4.61,2.81,5393.5,0.7378,0.078,2.15
#17 PLANTATION CANAL @ S-33,2020-08-31,9.4,6.39,0.17,361.0,1.06,0.056,14.0
#17 PLANTATION CANAL @ S-33,2021-02-28,7.4155,5.5,0.2,416.0,0.9390499999999999,0.07500000000000001,3.75
#17 PLANTATION CANAL @ S-33,2021-08-31,32.56666666666666,4.455,36.325,502.0,0.93,0.075,2.3
#17 PLANTATION CANAL @ S-33,2022-02-28,5.45,4.53,0.2,418.0,0.813,0.046,2.0
#19 NEW RIVER RIVER REACH,2006-02-28,2.18,6.1,0.907,2320.0,1.9,0.019,1.1
#19 NEW RIVER RIVER REACH,2006-08-31,8.42,5.785,5.845000000000001,10725.0,1.6400000000000001,0.032,1.025
#19 NEW RIVER RIVER REACH,2007-02-28,2.62,6.355,12.7,21450.0,1.4,0.0455,1.4
#19 NEW RIVER RIVER REACH,2007-08-31,3.995,5.375,16.77,26860.0,1.377,0.0635,1.3
#19 NEW RIVER RIVER REACH,2008-02-29,2.0,5.765000000000001,7.445,13290.0,1.83,0.041,1.4
#19 NEW RIVER RIVER REACH,2008-08-31,4.92,5.52,9.9,16560.0,1.625,0.041499999999999995,1.6
#19 NEW RIVER RIVER REACH,2009-02-28,4.92,5.52,9.9,16560.0,1.625,0.041499999999999995,1.6
#19 NEW RIVER RIVER REACH,2009-08-31,18.355,6.165,13.71,22230.0,0.8985,0.044,1.55
#19 NEW RIVER RIVER REACH,2010-02-28,3.266666666666667,4.739999999999999,2.9873333333333334,5910.0,1.29,0.049999999999999996,1.15
#19 NEW RIVER RIVER REACH,2010-08-31,18.955,6.35,1.0365,2535.0,1.305,0.028499999999999998,2.3
#19 NEW RIVER RIVER REACH,2011-02-28,11.920000000000002,6.215,15.095,24550.0,1.0075,0.043,1.4
#19 NEW RIVER RIVER REACH,2011-08-31,5.445,4.79,19.3,31150.0,0.7284999999999999,0.0505,1.0
#19 NEW RIVER RIVER REACH,2012-02-29,2.225,6.035,12.205,20550.0,1.097,0.055,0.975
#19 NEW RIVER RIVER REACH,2012-08-31,3.8850000000000002,5.125,9.51,16600.0,1.013,0.042499999999999996,0.9
#19 NEW RIVER RIVER REACH,2013-02-28,2.03,5.875,24.4,38600.0,0.589,0.055,1.15
#19 NEW RIVER RIVER REACH,2013-08-31,5.13,4.29,1.815,3460.0,1.3775,0.036500000000000005,1.2999999999999998
#19 NEW RIVER RIVER REACH,2014-02-28,10.065000000000001,5.29,4.45,6934.0,1.713,0.043,1.75
#19 NEW RIVER RIVER REACH,2014-08-31,3.3899999999999997,4.405,9.355,15325.0,1.713,0.043,1.25
#19 NEW RIVER RIVER REACH,2015-02-28,3.12,3.12,2.92,5448.0,1.713,0.043,1.1
#19 NEW RIVER RIVER REACH,2015-08-31,3.0400000000000005,4.55,15.566666666666668,25633.333333333332,0.788,0.031,0.8333333333333334
#19 NEW RIVER RIVER REACH,2016-02-29,0.87,4.6,8.92,15400.0,1.19,0.064,0.8
#19 NEW RIVER RIVER REACH,2016-08-31,4.226666666666667,4.5633333333333335,2.1733333333333333,4086.6666666666665,1.627,0.03466666666666667,1.2
#19 NEW RIVER RIVER REACH,2017-02-28,1.93,3.76,10.1,17300.0,1.627,0.03466666666666667,0.85
#19 NEW RIVER RIVER REACH,2017-08-31,6.423333333333333,5.153333333333333,9.75,16250.0,1.627,0.04,1.5666666666666667
#19 NEW RIVER RIVER REACH,2018-02-28,11.8,6.62,21.0,36600.0,1.627,0.04,2.4
#19 NEW RIVER RIVER REACH,2018-08-31,9.495000000000001,4.1274999999999995,1.5325,2972.5,1.2890000000000001,0.0335,1.9666666666666668
#19 NEW RIVER RIVER REACH,2019-02-28,1.19,5.15,30.3,46700.0,1.2890000000000001,0.226,1.2
#19 NEW RIVER RIVER REACH,2019-08-31,5.866,4.494,8.736,14246.0,0.91502,0.0486,1.6800000000000002
#19 NEW RIVER RIVER REACH,2020-02-29,2.7925,4.42,12.752857142857142,20730.0,0.8610625000000001,0.138625,1.30625
#19 NEW RIVER RIVER REACH,2020-08-31,3.234,4.2316666666666665,9.265,15356.666666666666,0.938,0.05983333333333333,1.2416666666666667
#19 NEW RIVER RIVER REACH,2021-02-28,1.78,3.1733333333333333,0.9500000000000001,1863.3333333333333,1.2999,0.042,1.3666666666666665
#19 NEW RIVER RIVER REACH,2021-08-31,4.1433333333333335,4.42,9.72,15450.0,0.8963333333333333,0.07866666666666666,0.8166666666666668
#19 NEW RIVER RIVER REACH,2022-02-28,0.82,4.12,8.82,15100.0,0.938,0.05,0.85
#2 HILLSBORO LOCK,2006-02-28,22.8,10.1,0.4,806.0,1.58,0.052,0.85
#2 HILLSBORO LOCK,2006-08-31,31.650000000000002,9.69,0.32499999999999996,674.0,1.44,0.1225,0.85
#2 HILLSBORO LOCK,2007-02-28,11.75,7.470000000000001,0.31,629.5,1.295,0.09,0.85
#2 HILLSBORO LOCK,2007-08-31,19.25,5.734999999999999,0.275,576.5,1.189,0.091,0.85
#2 HILLSBORO LOCK,2008-02-29,7.6850000000000005,6.744999999999999,0.28,579.0,1.3,0.27,0.85
#2 HILLSBORO LOCK,2008-08-31,15.09,4.725,0.32,656.5,1.004,0.063,0.85
#2 HILLSBORO LOCK,2009-02-28,15.09,4.725,0.32,656.5,1.004,0.063,0.85
#2 HILLSBORO LOCK,2009-08-31,11.780000000000001,5.353333333333334,0.2733333333333334,571.3333333333334,1.2333333333333334,0.122,0.85
#2 HILLSBORO LOCK,2010-02-28,3.16,4.705,0.315,649.0,1.23,0.088,0.85
#2 HILLSBORO LOCK,2010-08-31,15.5,3.655,0.245,511.0,1.067,0.07849999999999999,0.85
#2 HILLSBORO LOCK,2011-02-28,4.105,6.515,0.295,617.5,1.245,0.0645,0.85
#2 HILLSBORO LOCK,2011-08-31,5.24,6.265000000000001,0.265,560.0,0.9450000000000001,0.026000000000000002,0.85
#2 HILLSBORO LOCK,2012-02-29,14.95,5.779999999999999,0.32,663.5,1.295,0.1165,0.85
#2 HILLSBORO LOCK,2012-08-31,11.41,4.585,0.311,647.0,1.455,0.11549999999999999,0.85
#2 HILLSBORO LOCK,2013-02-28,6.355,6.220000000000001,0.281,579.5,1.2349999999999999,0.088,1.2
#2 HILLSBORO LOCK,2013-08-31,6.085,4.05,0.254,533.0,1.3675000000000002,0.092,2.05
#2 HILLSBORO LOCK,2014-02-28,7.035,5.92,0.345,715.0,1.5,0.1,1.1
#2 HILLSBORO LOCK,2014-08-31,5.375,5.484999999999999,0.315,660.5,1.5,0.1,1.575
#2 HILLSBORO LOCK,2015-02-28,2.77,3.61,0.34,691.0,1.5,0.1,2.4
#2 HILLSBORO LOCK,2015-08-31,11.43,6.07,0.3333333333333333,686.6666666666666,1.41,0.126,4.233333333333333
#2 HILLSBORO LOCK,2016-02-29,5.88,5.16,0.31,643.0,1.14,0.102,11.0
#2 HILLSBORO LOCK,2016-08-31,2.18,5.343333333333334,0.29000000000000004,601.0,1.4215,0.032,1.7833333333333332
#2 HILLSBORO LOCK,2017-02-28,2.22,8.04,0.38,784.0,1.07,0.033,0.55
#2 HILLSBORO LOCK,2017-08-31,4.183333333333334,6.163333333333333,0.2733333333333334,566.0,1.07,0.037500000000000006,0.9833333333333334
#2 HILLSBORO LOCK,2018-02-28,12.0,7.45,0.32,658.0,1.07,0.037500000000000006,1.5
#2 HILLSBORO LOCK,2018-08-31,3.265,3.425,0.265,254.5,1.4785,0.06,1.5
#2 HILLSBORO LOCK,2019-02-28,8.15,6.95,0.3,626.0,1.4785,0.073,1.2
#2 HILLSBORO LOCK,2019-08-31,7.59,5.855,0.3,616.5,0.78485,0.133,1.7
#2 HILLSBORO LOCK,2020-02-29,7.8,5.06,1.2733333333333334,2212.6666666666665,1.0296333333333332,0.081,1.25
#2 HILLSBORO LOCK,2020-08-31,4.52,5.27,0.26,532.0,1.21,0.03,0.0
#2 HILLSBORO LOCK,2021-02-28,6.663333333333333,5.113333333333333,0.26333333333333336,551.3333333333334,0.9890333333333334,0.08133333333333333,1.3
#2 HILLSBORO LOCK,2021-08-31,6.395,2.7,0.32,664.0,1.052,0.1095,0.6499999999999999
#2 HILLSBORO LOCK,2022-02-28,7.51,5.07,0.29,591.0,1.12,0.142,0.9
#20 N NEW RIV BRADFORD MARINA,2006-02-28,3.09,5.33,0.222,1070.0,2.05,0.019,3.5
#20 N NEW RIV BRADFORD MARINA,2006-08-31,6.067500000000001,4.7625,2.6815,5385.0,1.8775,0.02425,1.5499999999999998
#20 N NEW RIV BRADFORD MARINA,2007-02-28,5.65,6.6850000000000005,9.945,17250.0,1.51,0.041499999999999995,0.95
#20 N NEW RIV BRADFORD MARINA,2007-08-31,6.614999999999999,5.34,13.375,22100.0,1.51,0.0585,1.15
#20 N NEW RIV BRADFORD MARINA,2008-02-29,9.555,6.665,1.305,3025.0,2.22,0.043,5.1
#20 N NEW RIV BRADFORD MARINA,2008-08-31,9.52,6.09,6.024,10625.0,1.835,0.032,1.5499999999999998
#20 N NEW RIV BRADFORD MARINA,2009-02-28,9.52,6.09,6.024,10625.0,1.835,0.032,1.5499999999999998
#20 N NEW RIV BRADFORD MARINA,2009-08-31,18.74,5.96,12.2185,19608.0,0.9365,0.032,0.7999999999999999
#20 N NEW RIV BRADFORD MARINA,2010-02-28,2.75,3.6300000000000003,0.3223333333333333,1237.6666666666667,1.3233333333333333,0.027,1.45
#20 N NEW RIV BRADFORD MARINA,2010-08-31,15.05,5.915,0.87625,2238.0,1.365,0.025,2.2
#20 N NEW RIV BRADFORD MARINA,2011-02-28,17.04,6.25,9.434999999999999,15975.0,1.295,0.0625,3.0999999999999996
#20 N NEW RIV BRADFORD MARINA,2011-08-31,6.710000000000001,5.3100000000000005,13.015,21600.0,0.924,0.042499999999999996,1.9
